Timestamp,Level meter,Flow meter,Setpoint,Fill value,Discharge value,SP,PV
"2024-06-04 12:59:05,199",,,,13685,32767,0,0
"2024-06-04 12:59:05,210",20789,23923,0,,,,
"2024-06-04 12:59:05,216",,,,13685,32767,0,0
"2024-06-04 12:59:05,227",20687,23903,0,,,,
"2024-06-04 12:59:05,234",,,,13685,32767,0,0
"2024-06-04 12:59:05,245",20662,23884,0,,,,
"2024-06-04 12:59:05,251",,,,13685,32767,0,0
"2024-06-04 12:59:05,262",20618,23865,0,,,,
"2024-06-04 12:59:05,268",,,,13685,32767,0,0
"2024-06-04 12:59:05,279",20596,23841,0,,,,
"2024-06-04 12:59:05,285",,,,13685,32767,0,0
"2024-06-04 12:59:05,297",20520,23822,0,,,,
"2024-06-04 12:59:05,303",,,,13685,32767,0,0
"2024-06-04 12:59:05,314",20520,23822,0,,,,
"2024-06-04 12:59:05,320",,,,13685,32767,0,0
"2024-06-04 12:59:05,331",20500,23817,0,,,,
"2024-06-04 12:59:05,337",,,,13685,32767,0,0
"2024-06-04 12:59:05,349",20462,23781,0,,,,
"2024-06-04 12:59:05,355",,,,13685,32767,0,0
"2024-06-04 12:59:05,366",20415,23765,0,,,,
"2024-06-04 12:59:05,372",,,,13685,32767,0,0
"2024-06-04 12:59:05,383",20426,23743,0,,,,
"2024-06-04 12:59:05,389",,,,13685,32767,0,0
"2024-06-04 12:59:05,401",20411,23724,0,,,,
"2024-06-04 12:59:05,407",,,,13685,32767,0,0
"2024-06-04 12:59:05,417",20367,23705,0,,,,
"2024-06-04 12:59:05,423",,,,13685,32767,0,0
"2024-06-04 12:59:05,434",20314,23681,0,,,,
"2024-06-04 12:59:05,440",,,,13685,32767,0,0
"2024-06-04 12:59:05,451",20240,23657,0,,,,
"2024-06-04 12:59:05,457",,,,13685,32767,0,0
"2024-06-04 12:59:05,468",20251,23638,0,,,,
"2024-06-04 12:59:05,474",,,,13685,32767,0,0
"2024-06-04 12:59:05,485",20251,23619,0,,,,
"2024-06-04 12:59:05,491",,,,13685,32767,0,0
"2024-06-04 12:59:05,502",20216,23596,0,,,,
"2024-06-04 12:59:05,508",,,,13685,32767,0,0
"2024-06-04 12:59:05,519",20142,23577,0,,,,
"2024-06-04 12:59:05,525",,,,13685,32767,0,0
"2024-06-04 12:59:05,535",20090,23558,0,,,,
"2024-06-04 12:59:05,541",,,,13685,32767,0,0
"2024-06-04 12:59:05,552",20069,23539,0,,,,
"2024-06-04 12:59:05,558",,,,13685,32767,0,0
"2024-06-04 12:59:05,569",20040,23520,0,,,,
"2024-06-04 12:59:05,575",,,,13685,32767,0,0
"2024-06-04 12:59:05,585",20010,23501,0,,,,
"2024-06-04 12:59:05,591",,,,13685,32767,0,0
"2024-06-04 12:59:05,602",19950,23477,0,,,,
"2024-06-04 12:59:05,608",,,,13685,32767,0,0
"2024-06-04 12:59:05,619",19913,23458,0,,,,
"2024-06-04 12:59:05,625",,,,13685,32767,0,0
"2024-06-04 12:59:05,636",19887,23439,0,,,,
"2024-06-04 12:59:05,642",,,,13685,32767,0,0
"2024-06-04 12:59:05,652",19857,23420,0,,,,
"2024-06-04 12:59:05,658",,,,13685,32767,0,0
"2024-06-04 12:59:05,669",19824,23396,0,,,,
"2024-06-04 12:59:05,675",,,,13685,32767,0,0
"2024-06-04 12:59:05,686",19786,23378,0,,,,
"2024-06-04 12:59:05,691",,,,13685,32767,0,0
"2024-06-04 12:59:05,702",19760,23354,0,,,,
"2024-06-04 12:59:05,709",,,,13685,32767,0,0
"2024-06-04 12:59:05,720",19729,23335,0,,,,
"2024-06-04 12:59:05,726",,,,13685,32767,0,0
"2024-06-04 12:59:05,737",19707,23316,0,,,,
"2024-06-04 12:59:05,743",,,,13685,32767,0,0
"2024-06-04 12:59:05,754",19670,23295,0,,,,
"2024-06-04 12:59:05,760",,,,13685,32767,0,0
"2024-06-04 12:59:05,771",19627,23276,0,,,,
"2024-06-04 12:59:05,777",,,,13685,32767,0,0
"2024-06-04 12:59:05,788",19585,23253,0,,,,
"2024-06-04 12:59:05,794",,,,13685,32767,0,0
"2024-06-04 12:59:05,804",19557,23234,0,,,,
"2024-06-04 12:59:05,810",,,,13685,32767,0,0
"2024-06-04 12:59:05,821",19533,23215,0,,,,
"2024-06-04 12:59:05,826",,,,13685,32767,0,0
"2024-06-04 12:59:05,837",19502,23196,0,,,,
"2024-06-04 12:59:05,843",,,,13685,32767,0,0
"2024-06-04 12:59:05,853",19470,23177,0,,,,
"2024-06-04 12:59:05,859",,,,13685,32767,0,0
"2024-06-04 12:59:05,869",19426,23159,0,,,,
"2024-06-04 12:59:05,875",,,,13685,32767,0,0
"2024-06-04 12:59:05,885",19380,23140,0,,,,
"2024-06-04 12:59:05,891",,,,13685,32767,0,0
"2024-06-04 12:59:05,902",19354,23121,0,,,,
"2024-06-04 12:59:05,908",,,,13685,32767,0,0
"2024-06-04 12:59:05,919",19324,23098,0,,,,
"2024-06-04 12:59:05,925",,,,13685,32767,0,0
"2024-06-04 12:59:05,936",19293,23079,0,,,,
"2024-06-04 12:59:05,941",,,,13685,32767,0,0
"2024-06-04 12:59:05,952",19260,23060,0,,,,
"2024-06-04 12:59:05,958",,,,13685,32767,0,0
"2024-06-04 12:59:05,969",19211,23035,0,,,,
"2024-06-04 12:59:05,975",,,,13685,32767,0,0
"2024-06-04 12:59:05,986",19189,23016,0,,,,
"2024-06-04 12:59:05,992",,,,13685,32767,0,0
"2024-06-04 12:59:06,003",19160,22997,0,,,,
"2024-06-04 12:59:06,009",,,,13685,32767,0,0
"2024-06-04 12:59:06,019",19124,22974,0,,,,
"2024-06-04 12:59:06,025",,,,13685,32767,0,0
"2024-06-04 12:59:06,036",19092,22955,0,,,,
"2024-06-04 12:59:06,042",,,,13685,32767,0,0
"2024-06-04 12:59:06,052",19060,22937,0,,,,
"2024-06-04 12:59:06,058",,,,13685,32767,0,0
"2024-06-04 12:59:06,069",19019,22909,0,,,,
"2024-06-04 12:59:06,075",,,,13685,32767,0,0
"2024-06-04 12:59:06,085",18983,22890,0,,,,
"2024-06-04 12:59:06,091",,,,13685,32767,0,0
"2024-06-04 12:59:06,102",18946,22871,0,,,,
"2024-06-04 12:59:06,108",,,,13685,32767,0,0
"2024-06-04 12:59:06,118",18912,22848,0,,,,
"2024-06-04 12:59:06,124",,,,13685,32767,0,0
"2024-06-04 12:59:06,135",18864,22820,0,,,,
"2024-06-04 12:59:06,141",,,,13685,32767,0,0
"2024-06-04 12:59:06,152",18835,22802,0,,,,
"2024-06-04 12:59:06,158",,,,13685,32767,0,0
"2024-06-04 12:59:06,169",18805,22783,0,,,,
"2024-06-04 12:59:06,175",,,,13685,32767,0,0
"2024-06-04 12:59:06,185",18762,22760,0,,,,
"2024-06-04 12:59:06,194",,,,13685,32767,0,0
"2024-06-04 12:59:06,213",18728,22742,0,,,,
"2024-06-04 12:59:06,222",,,,13685,32767,0,0
"2024-06-04 12:59:06,233",18698,22723,0,,,,
"2024-06-04 12:59:06,239",,,,13685,32767,0,0
"2024-06-04 12:59:06,249",18671,22705,0,,,,
"2024-06-04 12:59:06,255",,,,13685,32767,0,0
"2024-06-04 12:59:06,266",18644,22686,0,,,,
"2024-06-04 12:59:06,272",,,,13685,32767,0,0
"2024-06-04 12:59:06,282",18615,22668,0,,,,
"2024-06-04 12:59:06,288",,,,13685,32767,0,0
"2024-06-04 12:59:06,298",18584,22649,0,,,,
"2024-06-04 12:59:06,304",,,,13685,32767,0,0
"2024-06-04 12:59:06,315",18548,22628,0,,,,
"2024-06-04 12:59:06,321",,,,13685,32767,0,0
"2024-06-04 12:59:06,331",18511,22605,0,,,,
"2024-06-04 12:59:06,337",,,,13685,32767,0,0
"2024-06-04 12:59:06,348",18485,22587,0,,,,
"2024-06-04 12:59:06,354",,,,13685,32767,0,0
"2024-06-04 12:59:06,365",18454,22568,0,,,,
"2024-06-04 12:59:06,371",,,,13685,32767,0,0
"2024-06-04 12:59:06,382",18414,22545,0,,,,
"2024-06-04 12:59:06,387",,,,13685,32767,0,0
"2024-06-04 12:59:06,398",18384,22527,0,,,,
"2024-06-04 12:59:06,404",,,,13685,32767,0,0
"2024-06-04 12:59:06,414",18354,22509,0,,,,
"2024-06-04 12:59:06,420",,,,13685,32767,0,0
"2024-06-04 12:59:06,431",18322,22490,0,,,,
"2024-06-04 12:59:06,436",,,,13685,32767,0,0
"2024-06-04 12:59:06,447",18292,22472,0,,,,
"2024-06-04 12:59:06,453",,,,13685,32767,0,0
"2024-06-04 12:59:06,464",18262,22454,0,,,,
"2024-06-04 12:59:06,470",,,,13685,32767,0,0
"2024-06-04 12:59:06,481",18232,22435,0,,,,
"2024-06-04 12:59:06,488",,,,13685,32767,0,0
"2024-06-04 12:59:06,499",18196,22412,0,,,,
"2024-06-04 12:59:06,505",,,,13685,32767,0,0
"2024-06-04 12:59:06,517",18167,22394,0,,,,
"2024-06-04 12:59:06,523",,,,13685,32767,0,0
"2024-06-04 12:59:06,535",18136,22376,0,,,,
"2024-06-04 12:59:06,541",,,,13685,32767,0,0
"2024-06-04 12:59:06,552",18105,22357,0,,,,
"2024-06-04 12:59:06,559",,,,13685,32767,0,0
"2024-06-04 12:59:06,570",18077,22339,0,,,,
"2024-06-04 12:59:06,576",,,,13685,32767,0,0
"2024-06-04 12:59:06,587",18040,22316,0,,,,
"2024-06-04 12:59:06,593",,,,13685,32767,0,0
"2024-06-04 12:59:06,604",18012,22298,0,,,,
"2024-06-04 12:59:06,610",,,,13685,32767,0,0
"2024-06-04 12:59:06,621",17977,22275,0,,,,
"2024-06-04 12:59:06,628",,,,13685,32767,0,0
"2024-06-04 12:59:06,639",17939,22253,0,,,,
"2024-06-04 12:59:06,645",,,,13685,32767,0,0
"2024-06-04 12:59:06,656",17908,22234,0,,,,
"2024-06-04 12:59:06,662",,,,13685,32767,0,0
"2024-06-04 12:59:06,673",17879,22216,0,,,,
"2024-06-04 12:59:06,679",,,,13685,32767,0,0
"2024-06-04 12:59:06,691",17851,22198,0,,,,
