Timestamp,Level meter,Flow meter,Setpoint,Fill value,Discharge value,SP,PV
"2024-06-04 12:58:52,844",18233,22436,0,,,,
"2024-06-04 12:58:52,849",,,,13685,32767,0,0
"2024-06-04 12:58:52,859",18204,22418,0,,,,
"2024-06-04 12:58:52,865",,,,13685,32767,0,0
"2024-06-04 12:58:52,875",18176,22400,0,,,,
"2024-06-04 12:58:52,881",,,,13685,32767,0,0
"2024-06-04 12:58:52,891",18138,22377,0,,,,
"2024-06-04 12:58:52,896",,,,13685,32767,0,0
"2024-06-04 12:58:52,906",18107,22358,0,,,,
"2024-06-04 12:58:52,912",,,,13685,32767,0,0
"2024-06-04 12:58:52,922",18078,22340,0,,,,
"2024-06-04 12:58:52,927",,,,13685,32767,0,0
"2024-06-04 12:58:52,938",18049,22322,0,,,,
"2024-06-04 12:58:52,944",,,,13685,32767,0,0
"2024-06-04 12:58:52,957",18020,22304,0,,,,
"2024-06-04 12:58:52,963",,,,13685,32767,0,0
"2024-06-04 12:58:52,973",17978,22276,0,,,,
"2024-06-04 12:58:52,979",,,,13685,32767,0,0
"2024-06-04 12:58:52,989",17949,22258,0,,,,
"2024-06-04 12:58:52,994",,,,13685,32767,0,0
"2024-06-04 12:58:53,004",17918,22240,0,,,,
"2024-06-04 12:58:53,010",,,,13685,32767,0,0
"2024-06-04 12:58:53,020",17888,22222,0,,,,
"2024-06-04 12:58:53,025",,,,13685,32767,0,0
"2024-06-04 12:58:53,036",17848,22197,0,,,,
"2024-06-04 12:58:53,041",,,,13685,32767,0,0
"2024-06-04 12:58:53,051",17819,22178,0,,,,
"2024-06-04 12:58:53,057",,,,13685,32767,0,0
"2024-06-04 12:58:53,067",17791,22160,0,,,,
"2024-06-04 12:58:53,073",,,,13685,32767,0,0
"2024-06-04 12:58:53,083",17760,22142,0,,,,
"2024-06-04 12:58:53,088",,,,13685,32767,0,0
"2024-06-04 12:58:53,099",17730,22124,0,,,,
"2024-06-04 12:58:53,113",,,,13685,32767,0,0
"2024-06-04 12:58:53,135",17701,22106,0,,,,
"2024-06-04 12:58:53,143",,,,13685,32767,0,0
"2024-06-04 12:58:53,158",17673,22088,0,,,,
"2024-06-04 12:58:53,165",,,,13685,32767,0,0
"2024-06-04 12:58:53,178",17644,22070,0,,,,
"2024-06-04 12:58:53,184",,,,13685,32767,0,0
"2024-06-04 12:58:53,196",17607,22047,0,,,,
"2024-06-04 12:58:53,202",,,,13685,32767,0,0
"2024-06-04 12:58:53,215",17579,22029,0,,,,
"2024-06-04 12:58:53,221",,,,13685,32767,0,0
"2024-06-04 12:58:53,232",17543,22006,0,,,,
"2024-06-04 12:58:53,237",,,,13685,32767,0,0
"2024-06-04 12:58:53,248",17515,21988,0,,,,
"2024-06-04 12:58:53,253",,,,13685,32767,0,0
"2024-06-04 12:58:53,264",17485,21970,0,,,,
"2024-06-04 12:58:53,269",,,,13685,32767,0,0
"2024-06-04 12:58:53,280",17457,21952,0,,,,
"2024-06-04 12:58:53,286",,,,13685,32767,0,0
"2024-06-04 12:58:53,297",17428,21934,0,,,,
"2024-06-04 12:58:53,302",,,,13685,32767,0,0
"2024-06-04 12:58:53,312",17393,21912,0,,,,
"2024-06-04 12:58:53,318",,,,13685,32767,0,0
"2024-06-04 12:58:53,328",17365,21894,0,,,,
"2024-06-04 12:58:53,334",,,,13685,32767,0,0
"2024-06-04 12:58:53,344",17336,21876,0,,,,
"2024-06-04 12:58:53,350",,,,13685,32767,0,0
"2024-06-04 12:58:53,360",17307,21858,0,,,,
"2024-06-04 12:58:53,366",,,,13685,32767,0,0
"2024-06-04 12:58:53,376",17279,21840,0,,,,
"2024-06-04 12:58:53,382",,,,13685,32767,0,0
"2024-06-04 12:58:53,392",17250,21822,0,,,,
"2024-06-04 12:58:53,397",,,,13685,32767,0,0
"2024-06-04 12:58:53,407",17214,21799,0,,,,
"2024-06-04 12:58:53,413",,,,13685,32767,0,0
"2024-06-04 12:58:53,423",17186,21782,0,,,,
"2024-06-04 12:58:53,429",,,,13685,32767,0,0
"2024-06-04 12:58:53,439",17155,21761,0,,,,
"2024-06-04 12:58:53,444",,,,13685,32767,0,0
"2024-06-04 12:58:53,454",17119,21739,0,,,,
"2024-06-04 12:58:53,460",,,,13685,32767,0,0
"2024-06-04 12:58:53,470",17091,21721,0,,,,
"2024-06-04 12:58:53,476",,,,13685,32767,0,0
"2024-06-04 12:58:53,486",17056,21699,0,,,,
"2024-06-04 12:58:53,491",,,,13685,32767,0,0
"2024-06-04 12:58:53,501",17028,21681,0,,,,
"2024-06-04 12:58:53,507",,,,13685,32767,0,0
"2024-06-04 12:58:53,519",17000,21663,0,,,,
"2024-06-04 12:58:53,525",,,,13685,32767,0,0
"2024-06-04 12:58:53,536",16972,21645,0,,,,
"2024-06-04 12:58:53,542",,,,13685,32767,0,0
"2024-06-04 12:58:53,552",16937,21623,0,,,,
"2024-06-04 12:58:53,558",,,,13685,32767,0,0
"2024-06-04 12:58:53,568",16910,21605,0,,,,
"2024-06-04 12:58:53,574",,,,13685,32767,0,0
"2024-06-04 12:58:53,584",16882,21587,0,,,,
"2024-06-04 12:58:53,590",,,,13685,32767,0,0
"2024-06-04 12:58:53,600",16854,21570,0,,,,
"2024-06-04 12:58:53,606",,,,13685,32767,0,0
"2024-06-04 12:58:53,616",16826,21552,0,,,,
"2024-06-04 12:58:53,622",,,,13685,32767,0,0
"2024-06-04 12:58:53,632",16798,21534,0,,,,
"2024-06-04 12:58:53,638",,,,13685,32767,0,0
"2024-06-04 12:58:53,648",16771,21516,0,,,,
"2024-06-04 12:58:53,654",,,,13685,32767,0,0
"2024-06-04 12:58:53,664",16743,21499,0,,,,
"2024-06-04 12:58:53,669",,,,13685,32767,0,0
"2024-06-04 12:58:53,680",16702,21472,0,,,,
"2024-06-04 12:58:53,685",,,,13685,32767,0,0
"2024-06-04 12:58:53,697",16674,21454,0,,,,
"2024-06-04 12:58:53,703",,,,13685,32767,0,0
"2024-06-04 12:58:53,713",16639,21432,0,,,,
"2024-06-04 12:58:53,719",,,,13685,32767,0,0
"2024-06-04 12:58:53,730",16612,21414,0,,,,
"2024-06-04 12:58:53,735",,,,13685,32767,0,0
"2024-06-04 12:58:53,746",16585,21397,0,,,,
"2024-06-04 12:58:53,751",,,,13685,0,0,0
"2024-06-04 12:58:53,761",16554,21377,0,,,,
"2024-06-04 12:58:53,767",,,,13685,0,0,0
"2024-06-04 12:58:53,777",16527,17124,0,,,,
"2024-06-04 12:58:53,783",,,,13685,0,0,0
"2024-06-04 12:58:53,793",16499,9215,0,,,,
"2024-06-04 12:58:53,799",,,,13685,0,0,0
"2024-06-04 12:58:53,809",16472,4335,0,,,,
"2024-06-04 12:58:53,814",,,,13685,0,0,0
"2024-06-04 12:58:53,824",16438,1524,0,,,,
"2024-06-04 12:58:53,830",,,,13685,0,0,0
"2024-06-04 12:58:53,840",16411,628,0,,,,
"2024-06-04 12:58:53,846",,,,13685,0,0,0
"2024-06-04 12:58:53,856",16384,249,0,,,,
"2024-06-04 12:58:53,862",,,,13685,0,0,0
"2024-06-04 12:58:53,872",16359,99,0,,,,
"2024-06-04 12:58:53,877",,,,13685,0,0,0
"2024-06-04 12:58:53,888",16360,30,0,,,,
"2024-06-04 12:58:53,893",,,,13685,0,0,0
"2024-06-04 12:58:53,904",16517,0,0,,,,
"2024-06-04 12:58:53,909",,,,13685,0,0,0
"2024-06-04 12:58:53,919",16759,0,0,,,,
"2024-06-04 12:58:53,925",,,,13685,0,0,0
"2024-06-04 12:58:53,935",16836,0,0,,,,
"2024-06-04 12:58:53,941",,,,13685,0,0,0
"2024-06-04 12:58:53,951",16622,0,0,,,,
"2024-06-04 12:58:53,957",,,,13685,0,0,0
"2024-06-04 12:58:53,967",16618,0,0,,,,
"2024-06-04 12:58:53,972",,,,13685,0,0,0
"2024-06-04 12:58:53,982",16737,0,0,,,,
"2024-06-04 12:58:53,988",,,,13685,0,0,0
"2024-06-04 12:58:53,998",16832,0,0,,,,
"2024-06-04 12:58:54,003",,,,13685,0,0,0
"2024-06-04 12:58:54,014",17001,0,0,,,,
"2024-06-04 12:58:54,019",,,,13685,0,0,0
"2024-06-04 12:58:54,029",17018,0,0,,,,
"2024-06-04 12:58:54,035",,,,13685,0,0,0
"2024-06-04 12:58:54,045",16816,0,0,,,,
"2024-06-04 12:58:54,050",,,,13685,0,0,0
"2024-06-04 12:58:54,060",16861,0,0,,,,
"2024-06-04 12:58:54,066",,,,13685,0,0,0
"2024-06-04 12:58:54,076",16901,0,0,,,,
"2024-06-04 12:58:54,082",,,,13685,0,0,0
"2024-06-04 12:58:54,092",16873,0,0,,,,
"2024-06-04 12:58:54,097",,,,13685,0,0,0
"2024-06-04 12:58:54,107",16870,0,0,,,,
"2024-06-04 12:58:54,113",,,,13685,0,0,0
"2024-06-04 12:58:54,123",16909,0,0,,,,
"2024-06-04 12:58:54,129",,,,13685,0,0,0
"2024-06-04 12:58:54,139",16916,0,0,,,,
"2024-06-04 12:58:54,144",,,,13685,0,0,0
"2024-06-04 12:58:54,154",16923,0,0,,,,
"2024-06-04 12:58:54,160",,,,13685,0,0,0
"2024-06-04 12:58:54,170",16960,0,0,,,,
"2024-06-04 12:58:54,175",,,,13685,0,0,0
"2024-06-04 12:58:54,185",17007,0,0,,,,
"2024-06-04 12:58:54,191",,,,13685,0,0,0
"2024-06-04 12:58:54,201",17068,0,0,,,,
"2024-06-04 12:58:54,206",,,,13685,0,0,0
"2024-06-04 12:58:54,216",17095,0,0,,,,
"2024-06-04 12:58:54,222",,,,13685,0,0,0
"2024-06-04 12:58:54,232",17190,0,0,,,,
"2024-06-04 12:58:54,237",,,,13685,0,0,0
"2024-06-04 12:58:54,247",17246,0,0,,,,
"2024-06-04 12:58:54,253",,,,13685,0,0,0
"2024-06-04 12:58:54,263",17208,0,0,,,,
"2024-06-04 12:58:54,268",,,,13685,0,0,0
"2024-06-04 12:58:54,278",17176,0,0,,,,
"2024-06-04 12:58:54,284",,,,13685,0,0,0
"2024-06-04 12:58:54,294",17187,0,0,,,,
"2024-06-04 12:58:54,299",,,,13685,0,0,0
"2024-06-04 12:58:54,310",17274,0,0,,,,
"2024-06-04 12:58:54,315",,,,13685,0,0,0
"2024-06-04 12:58:54,326",17397,0,0,,,,
"2024-06-04 12:58:54,331",,,,13685,0,0,0
"2024-06-04 12:58:54,341",17314,0,0,,,,
"2024-06-04 12:58:54,347",,,,13685,0,0,0
"2024-06-04 12:58:54,357",17284,0,0,,,,
"2024-06-04 12:58:54,362",,,,13685,0,0,0
"2024-06-04 12:58:54,373",17293,0,0,,,,
"2024-06-04 12:58:54,378",,,,13685,0,0,0
"2024-06-04 12:58:54,388",17326,0,0,,,,
"2024-06-04 12:58:54,393",,,,13685,0,0,0
"2024-06-04 12:58:54,404",17370,0,0,,,,
"2024-06-04 12:58:54,410",,,,13685,0,0,0
"2024-06-04 12:58:54,420",17423,0,0,,,,
"2024-06-04 12:58:54,426",,,,13685,0,0,0
"2024-06-04 12:58:54,435",17376,0,0,,,,
"2024-06-04 12:58:54,441",,,,13685,0,0,0
"2024-06-04 12:58:54,456",17447,0,0,,,,
"2024-06-04 12:58:54,465",,,,13685,0,0,0
"2024-06-04 12:58:54,475",17498,0,0,,,,
"2024-06-04 12:58:54,481",,,,13685,0,0,0
"2024-06-04 12:58:54,491",17531,0,0,,,,
"2024-06-04 12:58:54,496",,,,13685,0,0,0
"2024-06-04 12:58:54,506",17542,0,0,,,,
"2024-06-04 12:58:54,512",,,,13685,0,0,0
"2024-06-04 12:58:54,522",17565,0,0,,,,
"2024-06-04 12:58:54,528",,,,13685,0,0,0
"2024-06-04 12:58:54,538",17631,0,0,,,,
"2024-06-04 12:58:54,544",,,,13685,0,0,0
"2024-06-04 12:58:54,554",17636,0,0,,,,
"2024-06-04 12:58:54,560",,,,13685,0,0,0
"2024-06-04 12:58:54,570",17668,0,0,,,,
"2024-06-04 12:58:54,576",,,,13685,0,0,0
"2024-06-04 12:58:54,586",17679,0,0,,,,
"2024-06-04 12:58:54,591",,,,13685,0,0,0
"2024-06-04 12:58:54,601",17658,0,0,,,,
"2024-06-04 12:58:54,607",,,,13685,0,0,0
"2024-06-04 12:58:54,617",17696,0,0,,,,
"2024-06-04 12:58:54,622",,,,13685,0,0,0
"2024-06-04 12:58:54,634",17723,0,0,,,,
"2024-06-04 12:58:54,639",,,,13685,0,0,0
"2024-06-04 12:58:54,649",17783,0,0,,,,
"2024-06-04 12:58:54,655",,,,13685,0,0,0
"2024-06-04 12:58:54,665",17796,0,0,,,,
"2024-06-04 12:58:54,670",,,,13685,0,0,0
"2024-06-04 12:58:54,681",17779,0,0,,,,
"2024-06-04 12:58:54,686",,,,13685,0,0,0
"2024-06-04 12:58:54,696",17780,0,0,,,,
"2024-06-04 12:58:54,702",,,,13685,0,0,0
"2024-06-04 12:58:54,712",17808,0,0,,,,
"2024-06-04 12:58:54,717",,,,13685,0,0,0
"2024-06-04 12:58:54,727",17880,0,0,,,,
"2024-06-04 12:58:54,733",,,,13685,0,0,0
"2024-06-04 12:58:54,743",17905,0,0,,,,
"2024-06-04 12:58:54,749",,,,13685,0,0,0
"2024-06-04 12:58:54,759",17918,0,0,,,,
"2024-06-04 12:58:54,765",,,,13685,0,0,0
"2024-06-04 12:58:54,775",17939,0,0,,,,
"2024-06-04 12:58:54,781",,,,13685,0,0,0
"2024-06-04 12:58:54,791",17972,0,0,,,,
"2024-06-04 12:58:54,797",,,,13685,0,0,0
"2024-06-04 12:58:54,807",18011,0,0,,,,
"2024-06-04 12:58:54,813",,,,13685,0,0,0
"2024-06-04 12:58:54,823",18033,0,0,,,,
"2024-06-04 12:58:54,829",,,,13685,0,0,0
"2024-06-04 12:58:54,838",18056,0,0,,,,
"2024-06-04 12:58:54,844",,,,13685,0,0,0
"2024-06-04 12:58:54,854",18070,0,0,,,,
"2024-06-04 12:58:54,860",,,,13685,0,0,0
"2024-06-04 12:58:54,870",18095,0,0,,,,
"2024-06-04 12:58:54,876",,,,13685,0,0,0
"2024-06-04 12:58:54,886",18117,0,0,,,,
"2024-06-04 12:58:54,892",,,,13685,0,0,0
"2024-06-04 12:58:54,902",18138,0,0,,,,
"2024-06-04 12:58:54,908",,,,13685,0,0,0
"2024-06-04 12:58:54,918",18157,0,0,,,,
"2024-06-04 12:58:54,934",,,,13685,0,0,0
"2024-06-04 12:58:54,944",18171,0,0,,,,
"2024-06-04 12:58:54,950",,,,13685,0,0,0
"2024-06-04 12:58:54,960",18203,0,0,,,,
"2024-06-04 12:58:54,966",,,,13685,0,0,0
"2024-06-04 12:58:54,977",18232,0,0,,,,
"2024-06-04 12:58:54,983",,,,13685,0,0,0
"2024-06-04 12:58:54,994",18260,0,0,,,,
"2024-06-04 12:58:54,999",,,,13685,0,0,0
"2024-06-04 12:58:55,009",18277,0,0,,,,
"2024-06-04 12:58:55,015",,,,13685,0,0,0
"2024-06-04 12:58:55,025",18306,0,0,,,,
"2024-06-04 12:58:55,032",,,,13685,0,0,0
"2024-06-04 12:58:55,042",18328,0,0,,,,
"2024-06-04 12:58:55,048",,,,13685,0,0,0
"2024-06-04 12:58:55,058",18360,0,0,,,,
"2024-06-04 12:58:55,063",,,,13685,0,0,0
"2024-06-04 12:58:55,074",18397,0,0,,,,
"2024-06-04 12:58:55,079",,,,13685,0,0,0
"2024-06-04 12:58:55,090",18416,0,0,,,,
"2024-06-04 12:58:55,095",,,,13685,0,0,0
"2024-06-04 12:58:55,105",18431,0,0,,,,
"2024-06-04 12:58:55,111",,,,13685,0,0,0
"2024-06-04 12:58:55,121",18457,0,0,,,,
"2024-06-04 12:58:55,126",,,,13685,0,0,0
"2024-06-04 12:58:55,136",18480,0,0,,,,
"2024-06-04 12:58:55,142",,,,13685,0,0,0
"2024-06-04 12:58:55,152",18509,0,0,,,,
"2024-06-04 12:58:55,161",,,,13685,0,0,0
"2024-06-04 12:58:55,171",18528,0,0,,,,
"2024-06-04 12:58:55,177",,,,13685,0,0,0
"2024-06-04 12:58:55,187",18549,0,0,,,,
"2024-06-04 12:58:55,192",,,,13685,0,0,0
"2024-06-04 12:58:55,202",18571,0,0,,,,
"2024-06-04 12:58:55,208",,,,13685,0,0,0
"2024-06-04 12:58:55,218",18591,0,0,,,,
"2024-06-04 12:58:55,224",,,,13685,0,0,0
"2024-06-04 12:58:55,234",18617,0,0,,,,
"2024-06-04 12:58:55,240",,,,13685,0,0,0
"2024-06-04 12:58:55,250",18641,0,0,,,,
"2024-06-04 12:58:55,256",,,,13685,0,0,0
"2024-06-04 12:58:55,266",18663,0,0,,,,
"2024-06-04 12:58:55,272",,,,13685,0,0,0
"2024-06-04 12:58:55,282",18699,0,0,,,,
"2024-06-04 12:58:55,287",,,,13685,0,0,0
"2024-06-04 12:58:55,297",18722,0,0,,,,
"2024-06-04 12:58:55,303",,,,13685,0,0,0
"2024-06-04 12:58:55,313",18743,0,0,,,,
"2024-06-04 12:58:55,319",,,,13685,0,0,0
"2024-06-04 12:58:55,329",18765,0,0,,,,
"2024-06-04 12:58:55,334",,,,13685,0,0,0
"2024-06-04 12:58:55,345",18790,0,0,,,,
"2024-06-04 12:58:55,350",,,,13685,0,0,0
"2024-06-04 12:58:55,361",18811,0,0,,,,
"2024-06-04 12:58:55,366",,,,13685,0,0,0
"2024-06-04 12:58:55,377",18836,0,0,,,,
"2024-06-04 12:58:55,383",,,,13685,0,0,0
"2024-06-04 12:58:55,393",18869,0,0,,,,
"2024-06-04 12:58:55,399",,,,13685,0,0,0
"2024-06-04 12:58:55,409",18891,0,0,,,,
"2024-06-04 12:58:55,414",,,,13685,0,0,0
"2024-06-04 12:58:55,424",18911,0,0,,,,
"2024-06-04 12:58:55,430",,,,13685,0,0,0
"2024-06-04 12:58:55,440",18930,0,0,,,,
"2024-06-04 12:58:55,446",,,,13685,0,0,0
"2024-06-04 12:58:55,456",18951,0,0,,,,
"2024-06-04 12:58:55,462",,,,13685,0,0,0
"2024-06-04 12:58:55,472",18981,0,0,,,,
"2024-06-04 12:58:55,477",,,,13685,0,0,0
"2024-06-04 12:58:55,488",19004,0,0,,,,
"2024-06-04 12:58:55,493",,,,13685,0,0,0
"2024-06-04 12:58:55,504",19031,0,0,,,,
"2024-06-04 12:58:55,509",,,,13685,0,0,0
"2024-06-04 12:58:55,520",19051,0,0,,,,
"2024-06-04 12:58:55,525",,,,13685,0,0,0
"2024-06-04 12:58:55,537",19074,0,0,,,,
"2024-06-04 12:58:55,542",,,,13685,0,0,0
"2024-06-04 12:58:55,553",19098,0,0,,,,
"2024-06-04 12:58:55,559",,,,13685,0,0,0
"2024-06-04 12:58:55,570",19121,0,0,,,,
"2024-06-04 12:58:55,576",,,,13685,0,0,0
"2024-06-04 12:58:55,586",19143,0,0,,,,
"2024-06-04 12:58:55,592",,,,13685,0,0,0
"2024-06-04 12:58:55,602",19173,0,0,,,,
"2024-06-04 12:58:55,609",,,,13685,0,0,0
"2024-06-04 12:58:55,623",19195,0,0,,,,
"2024-06-04 12:58:55,629",,,,13685,0,0,0
"2024-06-04 12:58:55,638",19218,0,0,,,,
"2024-06-04 12:58:55,644",,,,13685,0,0,0
"2024-06-04 12:58:55,654",19241,0,0,,,,
"2024-06-04 12:58:55,660",,,,13685,0,0,0
"2024-06-04 12:58:55,670",19262,0,0,,,,
"2024-06-04 12:58:55,676",,,,13685,0,0,0
"2024-06-04 12:58:55,686",19284,0,0,,,,
"2024-06-04 12:58:55,692",,,,13685,0,0,0
"2024-06-04 12:58:55,702",19323,0,0,,,,
"2024-06-04 12:58:55,708",,,,13685,0,0,0
"2024-06-04 12:58:55,718",19345,0,0,,,,
"2024-06-04 12:58:55,724",,,,13685,0,0,0
"2024-06-04 12:58:55,734",19373,0,0,,,,
"2024-06-04 12:58:55,740",,,,13685,0,0,0
"2024-06-04 12:58:55,750",19395,0,0,,,,
"2024-06-04 12:58:55,755",,,,13685,0,0,0
"2024-06-04 12:58:55,767",19416,0,0,,,,
"2024-06-04 12:58:55,772",,,,13685,0,0,0
"2024-06-04 12:58:55,782",19437,0,0,,,,
"2024-06-04 12:58:55,788",,,,13685,0,0,0
"2024-06-04 12:58:55,798",19460,0,0,,,,
"2024-06-04 12:58:55,803",,,,13685,0,0,0
"2024-06-04 12:58:55,814",19490,0,0,,,,
"2024-06-04 12:58:55,819",,,,13685,0,0,0
"2024-06-04 12:58:55,829",19512,0,0,,,,
"2024-06-04 12:58:55,835",,,,13685,0,0,0
"2024-06-04 12:58:55,845",19534,0,0,,,,
"2024-06-04 12:58:55,851",,,,13685,0,0,0
"2024-06-04 12:58:55,861",19556,0,0,,,,
"2024-06-04 12:58:55,867",,,,13685,0,0,0
"2024-06-04 12:58:55,877",19579,0,0,,,,
"2024-06-04 12:58:55,883",,,,13685,0,0,0
"2024-06-04 12:58:55,893",19609,0,0,,,,
"2024-06-04 12:58:55,899",,,,13685,0,0,0
"2024-06-04 12:58:55,910",19631,0,0,,,,
"2024-06-04 12:58:55,917",,,,13685,0,0,0
"2024-06-04 12:58:55,929",19661,0,0,,,,
"2024-06-04 12:58:55,939",,,,13685,0,0,0
"2024-06-04 12:58:55,968",19684,0,0,,,,
"2024-06-04 12:58:55,974",,,,13685,0,0,0
"2024-06-04 12:58:55,985",19707,0,0,,,,
"2024-06-04 12:58:55,991",,,,13685,0,0,0
"2024-06-04 12:58:56,003",19729,0,0,,,,
"2024-06-04 12:58:56,010",,,,13685,0,0,0
"2024-06-04 12:58:56,021",19757,0,0,,,,
"2024-06-04 12:58:56,027",,,,13685,0,0,0
"2024-06-04 12:58:56,038",19779,0,0,,,,
"2024-06-04 12:58:56,044",,,,13685,0,0,0
"2024-06-04 12:58:56,055",19802,0,0,,,,
"2024-06-04 12:58:56,061",,,,13685,0,0,0
"2024-06-04 12:58:56,071",19824,0,0,,,,
"2024-06-04 12:58:56,077",,,,13685,0,0,0
"2024-06-04 12:58:56,088",19847,0,0,,,,
"2024-06-04 12:58:56,094",,,,13685,0,0,0
"2024-06-04 12:58:56,105",19874,0,0,,,,
"2024-06-04 12:58:56,112",,,,13685,0,0,0
"2024-06-04 12:58:56,125",19896,0,0,,,,
"2024-06-04 12:58:56,131",,,,13685,0,0,0
"2024-06-04 12:58:56,154",19919,0,0,,,,
"2024-06-04 12:58:56,162",,,,13685,0,0,0
"2024-06-04 12:58:56,173",19942,0,0,,,,
"2024-06-04 12:58:56,179",,,,13685,0,0,0
"2024-06-04 12:58:56,190",19964,0,0,,,,
"2024-06-04 12:58:56,196",,,,13685,0,0,0
"2024-06-04 12:58:56,208",19993,0,0,,,,
"2024-06-04 12:58:56,214",,,,13685,0,0,0
"2024-06-04 12:58:56,225",20015,0,0,,,,
"2024-06-04 12:58:56,231",,,,13685,0,0,0
"2024-06-04 12:58:56,241",20038,0,0,,,,
"2024-06-04 12:58:56,247",,,,13685,0,0,0
"2024-06-04 12:58:56,258",20060,0,0,,,,
"2024-06-04 12:58:56,264",,,,13685,0,0,0
"2024-06-04 12:58:56,274",20089,0,0,,,,
"2024-06-04 12:58:56,280",,,,13685,0,0,0
"2024-06-04 12:58:56,290",20114,0,0,,,,
"2024-06-04 12:58:56,296",,,,13685,0,0,0
"2024-06-04 12:58:56,306",20136,0,0,,,,
"2024-06-04 12:58:56,312",,,,13685,0,0,0
"2024-06-04 12:58:56,322",20158,0,0,,,,
"2024-06-04 12:58:56,328",,,,13685,0,0,0
"2024-06-04 12:58:56,339",20181,0,0,,,,
"2024-06-04 12:58:56,344",,,,13685,0,0,0
"2024-06-04 12:58:56,355",20203,0,0,,,,
"2024-06-04 12:58:56,360",,,,13685,0,0,0
"2024-06-04 12:58:56,370",20226,0,0,,,,
"2024-06-04 12:58:56,376",,,,13685,0,0,0
"2024-06-04 12:58:56,386",20248,0,0,,,,
"2024-06-04 12:58:56,392",,,,13685,0,0,0
"2024-06-04 12:58:56,402",20276,0,0,,,,
"2024-06-04 12:58:56,408",,,,13685,0,0,0
"2024-06-04 12:58:56,418",20299,0,0,,,,
"2024-06-04 12:58:56,424",,,,13685,0,0,0
"2024-06-04 12:58:56,434",20327,0,0,,,,
"2024-06-04 12:58:56,440",,,,13685,0,0,0
"2024-06-04 12:58:56,450",20355,0,0,,,,
"2024-06-04 12:58:56,456",,,,13685,0,0,0
"2024-06-04 12:58:56,467",20377,0,0,,,,
"2024-06-04 12:58:56,473",,,,13685,0,0,0
"2024-06-04 12:58:56,483",20400,0,0,,,,
"2024-06-04 12:58:56,488",,,,13685,0,0,0
"2024-06-04 12:58:56,499",20422,0,0,,,,
"2024-06-04 12:58:56,505",,,,13685,0,0,0
"2024-06-04 12:58:56,515",20445,0,0,,,,
"2024-06-04 12:58:56,521",,,,13685,0,0,0
"2024-06-04 12:58:56,532",20468,0,0,,,,
"2024-06-04 12:58:56,537",,,,13685,0,0,0
"2024-06-04 12:58:56,547",20493,0,0,,,,
"2024-06-04 12:58:56,553",,,,13685,0,0,0
"2024-06-04 12:58:56,563",20515,0,0,,,,
"2024-06-04 12:58:56,569",,,,13685,0,0,0
"2024-06-04 12:58:56,579",20538,0,0,,,,
"2024-06-04 12:58:56,588",,,,13685,0,0,0
"2024-06-04 12:58:56,599",20560,0,0,,,,
"2024-06-04 12:58:56,605",,,,13685,0,0,0
"2024-06-04 12:58:56,615",20588,0,0,,,,
"2024-06-04 12:58:56,621",,,,13685,0,0,0
"2024-06-04 12:58:56,631",20611,0,0,,,,
"2024-06-04 12:58:56,637",,,,13685,0,0,0
"2024-06-04 12:58:56,648",20633,0,0,,,,
"2024-06-04 12:58:56,654",,,,13685,0,0,0
"2024-06-04 12:58:56,664",20661,0,0,,,,
"2024-06-04 12:58:56,670",,,,13685,0,0,0
"2024-06-04 12:58:56,680",20684,0,0,,,,
"2024-06-04 12:58:56,686",,,,13685,0,0,0
"2024-06-04 12:58:56,696",20706,0,0,,,,
"2024-06-04 12:58:56,702",,,,13685,0,0,0
"2024-06-04 12:58:56,712",20729,0,0,,,,
"2024-06-04 12:58:56,718",,,,13685,0,0,0
"2024-06-04 12:58:56,729",20757,0,0,,,,
"2024-06-04 12:58:56,734",,,,13685,0,0,0
"2024-06-04 12:58:56,745",20779,0,0,,,,
"2024-06-04 12:58:56,751",,,,13685,0,0,0
"2024-06-04 12:58:56,761",20802,0,0,,,,
"2024-06-04 12:58:56,767",,,,13685,0,0,0
"2024-06-04 12:58:56,777",20824,0,0,,,,
"2024-06-04 12:58:56,783",,,,13685,0,0,0
"2024-06-04 12:58:56,793",20847,0,0,,,,
"2024-06-04 12:58:56,799",,,,13685,0,0,0
"2024-06-04 12:58:56,809",20880,0,0,,,,
"2024-06-04 12:58:56,814",,,,13685,0,0,0
"2024-06-04 12:58:56,825",20903,0,0,,,,
"2024-06-04 12:58:56,830",,,,13685,0,0,0
"2024-06-04 12:58:56,840",20925,0,0,,,,
"2024-06-04 12:58:56,846",,,,13685,0,0,0
"2024-06-04 12:58:56,856",20953,0,0,,,,
"2024-06-04 12:58:56,862",,,,13685,0,0,0
"2024-06-04 12:58:56,872",20976,0,0,,,,
"2024-06-04 12:58:56,878",,,,13685,0,0,0
"2024-06-04 12:58:56,888",21007,0,0,,,,
"2024-06-04 12:58:56,893",,,,13685,0,0,0
"2024-06-04 12:58:56,907",21029,0,0,,,,
"2024-06-04 12:58:56,917",,,,13685,0,0,0
"2024-06-04 12:58:56,930",21052,0,0,,,,
"2024-06-04 12:58:56,936",,,,13685,0,0,0
"2024-06-04 12:58:56,947",21080,0,0,,,,
"2024-06-04 12:58:56,953",,,,13685,0,0,0
"2024-06-04 12:58:56,965",21102,0,0,,,,
"2024-06-04 12:58:56,970",,,,13685,0,0,0
"2024-06-04 12:58:56,980",21125,0,0,,,,
